,V1,V2,V3,V4,PIT,PH,STSva,MT,LO2
V1,0.0,,,,,,,,
V2,,0.0,0.15494165932572934,0.3592511122113031,0.527354633312664,0.6718250097330065,0.8318067367451362,0.35697487033135655,0.5643220887414706
V3,,0.15494165932572934,0.0,0.14248868298277728,0.43472862351940866,0.6728997067122697,0.8988843582401063,0.41449875843247974,0.45780771710540613
V4,,0.35925111221130324,0.14248868298277728,0.0,0.3249641327004782,0.6683678957096587,0.934258197852149,0.5379396444920994,0.4011727389906248
PIT,,0.527354633312664,0.43472862351940866,0.3249641327004783,0.0,0.6126447275653137,0.928584887367718,0.5954632137557696,0.37888455150213207
PH,,0.6718250097330065,0.6728997067122697,0.6683678957096588,0.6126447275653137,0.0,0.9272854400371179,0.7474126980787771,0.7302966636799566
STSva,,0.8318067367451362,0.8988843582401063,0.934258197852149,0.928584887367718,0.9272854400371179,0.0,0.8606236510313656,0.9354670666701183
MT,,0.35697487033135655,0.41449875843247974,0.5379396444920994,0.5954632137557696,0.7474126980787771,0.8606236510313656,0.0,0.46750497836132465
LO2,,0.5643220887414706,0.45780771710540613,0.4011727389906248,0.37888455150213196,0.7302966636799566,0.9354670666701183,0.46750497836132454,0.0
