boot,birth,death,persistence,maxdist_boot
0,2.581577777862549,10.186306953430176,7.604729175567627,25.486829818295075
0,2.868342638015747,10.382163047790527,7.51382040977478,25.486829818295075
0,3.0404820442199707,10.107866287231445,7.067384243011475,25.486829818295075
0,3.1725456714630127,10.070121765136719,6.897576093673706,25.486829818295075
0,3.0317130088806152,9.911834716796875,6.88012170791626,25.486829818295075
0,3.062499761581421,9.916280746459961,6.85378098487854,25.486829818295075
0,4.007701396942139,10.515301704406738,6.5076003074646,25.486829818295075
0,4.465229034423828,10.50475788116455,6.039528846740723,25.486829818295075
0,5.190646648406982,11.210309982299805,6.019663333892822,25.486829818295075
0,4.553773403167725,10.567449569702148,6.013676166534424,25.486829818295075
1,1.3093959093093872,9.911834716796875,8.602438807487488,26.924486101673676
1,2.868342638015747,10.297236442565918,7.428893804550171,26.924486101673676
1,2.581577777862549,10.008066177368164,7.426488399505615,26.924486101673676
1,2.615511655807495,9.862542152404785,7.24703049659729,26.924486101673676
1,3.0404820442199707,10.245774269104004,7.205292224884033,26.924486101673676
1,3.582430362701416,10.459701538085938,6.8772711753845215,26.924486101673676
1,3.062499761581421,9.916280746459961,6.85378098487854,26.924486101673676
1,3.1725456714630127,10.008066177368164,6.835520505905151,26.924486101673676
1,3.0317130088806152,9.860547065734863,6.828834056854248,26.924486101673676
1,4.021806716918945,10.543596267700195,6.52178955078125,26.924486101673676
2,1.3093959093093872,9.983012199401855,8.673616290092468,26.924486101673676
2,2.868342638015747,10.297236442565918,7.428893804550171,26.924486101673676
2,2.581577777862549,10.008066177368164,7.426488399505615,26.924486101673676
2,2.615511655807495,9.862542152404785,7.24703049659729,26.924486101673676
2,3.0404820442199707,10.107866287231445,7.067384243011475,26.924486101673676
2,3.582430362701416,10.459701538085938,6.8772711753845215,26.924486101673676
2,3.062499761581421,9.916280746459961,6.85378098487854,26.924486101673676
2,3.1725456714630127,10.008066177368164,6.835520505905151,26.924486101673676
2,3.0317130088806152,9.860547065734863,6.828834056854248,26.924486101673676
2,4.007701396942139,10.567449569702148,6.55974817276001,26.924486101673676
3,3.062499761581421,10.308616638183594,7.246116876602173,26.924486101673676
3,3.0317130088806152,10.186306953430176,7.1545939445495605,26.924486101673676
3,3.0404820442199707,10.107866287231445,7.067384243011475,26.924486101673676
3,3.1725456714630127,10.070121765136719,6.897576093673706,26.924486101673676
3,4.974517345428467,10.916288375854492,5.941771030426025,26.924486101673676
3,4.804206848144531,10.741556167602539,5.937349319458008,26.924486101673676
