cluster_id,hits,hit_rate,birth,death,persistence,robust
0,158,0.79,4.306812761619338,10.073032095280778,5.76621933366144,False
7,143,0.715,3.7632886651608586,10.027386452654282,6.264097787493425,False
14,126,0.63,5.2779913965215535,12.035848118932114,6.75785672241056,False
1,105,0.525,4.668782406761533,10.66926791781471,6.000485511053176,False
6,98,0.49,4.742769289989861,11.342596287630043,6.599826997640181,False
4,95,0.475,5.403242976952952,10.331955625655803,4.928712648702851,False
17,85,0.425,3.3171472435905818,10.711281488812158,7.394134245221577,False
21,59,0.295,5.673898405947928,10.661321074275648,4.98742266832772,False
11,56,0.28,6.5048081857695,10.701290288417459,4.19648210264796,False
26,54,0.27,4.210888558420642,10.61503342924447,6.404144870823827,False
9,54,0.27,5.720307323667738,11.931235242772985,6.210927919105247,False
8,51,0.255,6.045847577207229,10.649815306944006,4.603967729736777,False
23,46,0.23,5.72544527053833,11.293964385986328,5.568519115447998,False
18,45,0.225,3.250164747238159,9.547901577419704,6.297736830181545,False
3,37,0.185,4.7833251953125,9.830376289986276,5.047051094673775,False
10,32,0.16,4.147029399871826,9.23212718963623,5.085097789764404,False
25,26,0.13,3.6639631436421323,10.670026632455679,7.006063488813547,False
13,24,0.12,5.903373443163359,10.013910697056698,4.110537253893339,False
22,22,0.11,3.250164747238159,9.941224921833385,6.691060174595226,False
16,20,0.1,3.2522797346115113,11.099338245391845,7.847058510780334,False
2,19,0.095,4.307357594370842,10.004965364933014,5.697607770562172,False
19,18,0.09,7.353509410735099,11.1814056827176,3.8278962719825005,False
20,13,0.065,5.397451547475962,12.417189011206993,7.019737463731032,False
15,8,0.04,4.7833251953125,10.139079689979553,5.355754494667053,False
12,7,0.035,6.569441491907293,10.344359744678844,3.774918252771551,False
27,5,0.025,7.004876693089803,10.829651355743408,3.824774662653605,False
35,3,0.015,4.224749565124512,11.114350001017252,6.889600435892741,False
24,3,0.015,6.058230717976888,11.039345741271973,4.981115023295085,False
31,3,0.015,7.761228561401367,11.16828473409017,3.4070561726888022,False
30,2,0.01,4.744302272796631,11.716425895690918,6.972123622894287,False
29,2,0.01,6.4805896282196045,11.069413661956787,4.588824033737183,False
33,2,0.01,7.4628864288330075,10.736647033691407,3.2737606048583983,False
28,1,0.005,4.147029399871826,10.522884368896484,6.375854969024658,False
36,1,0.005,6.654636383056641,11.890677452087402,5.236041069030762,False
5,1,0.005,5.301900386810303,10.136528015136719,4.834627628326416,False
32,1,0.005,9.016826629638672,12.41964340209961,3.4028167724609375,False
34,1,0.005,7.594659805297852,10.842097282409668,3.2474374771118164,False
