subject,roi,cluster_id,hits,hit_rate,birth,death,persistence,maxdist_full,shift_added,robust,B,subsample_frac,persist_floor_frac,top_L,cluster_tol_frac,min_hits,strict_tag
1,V3,9,16,0.08,5.763001177046034,9.455598778194851,3.692597601148817,17.28915023903711,10.593066335724426,True,200,0.8,0.05,10,0.02,10,STRICT2
1,V3,6,11,0.055,5.604071030249963,8.52108251131498,2.9170114810650167,17.28915023903711,10.593066335724426,True,200,0.8,0.05,10,0.02,10,STRICT2
1,V3,12,5,0.025,7.099253722599575,9.505521638052803,2.40626791545323,17.28915023903711,10.593066335724426,False,200,0.8,0.05,10,0.02,10,STRICT2
1,V3,13,4,0.02,3.835747003555298,8.825355052947998,4.9896080493927,17.28915023903711,10.593066335724426,False,200,0.8,0.05,10,0.02,10,STRICT2
1,V3,10,3,0.015,6.194722970326741,9.3433624903361,3.148639520009359,17.28915023903711,10.593066335724426,False,200,0.8,0.05,10,0.02,10,STRICT2
1,V3,14,1,0.005,6.097179889678955,8.746685981750488,2.649506092071533,17.28915023903711,10.593066335724426,False,200,0.8,0.05,10,0.02,10,STRICT2
1,V4,1,198,0.99,5.271475607538458,10.383216840684511,5.111741233146054,21.670192883418633,12.55044174294336,True,200,0.8,0.05,10,0.02,10,STRICT2
1,V4,2,164,0.82,6.020575081078819,10.553960433668294,4.533385352589475,21.670192883418633,12.55044174294336,True,200,0.8,0.05,10,0.02,10,STRICT2
1,V4,5,88,0.44,4.679235935211182,10.290596225044943,5.611360289833763,21.670192883418633,12.55044174294336,True,200,0.8,0.05,10,0.02,10,STRICT2
1,V4,0,77,0.385,3.785710573196411,10.212218705709878,6.426508132513467,21.670192883418633,12.55044174294336,True,200,0.8,0.05,10,0.02,10,STRICT2
1,V4,3,50,0.25,6.505552310754757,10.77846894405856,4.272916633303803,21.670192883418633,12.55044174294336,True,200,0.8,0.05,10,0.02,10,STRICT2
1,V4,6,14,0.07,5.928158760070801,10.051512718200684,4.123353958129883,21.670192883418633,12.55044174294336,True,200,0.8,0.05,10,0.02,10,STRICT2
1,V4,4,3,0.015,6.843780159950256,10.868906736373901,4.025126576423645,21.670192883418633,12.55044174294336,False,200,0.8,0.05,10,0.02,10,STRICT2
1,LO2,1,199,0.995,6.92365835539846,10.798836229748526,3.8751778743500656,24.853154690073563,13.042715043829514,True,200,0.8,0.05,10,0.02,10,STRICT2
1,LO2,2,181,0.905,7.661147336369937,11.398614708910284,3.7374673725403462,24.853154690073563,13.042715043829514,True,200,0.8,0.05,10,0.02,10,STRICT2
1,LO2,0,112,0.56,6.033143635634538,10.434937953948975,4.401794318314437,24.853154690073563,13.042715043829514,True,200,0.8,0.05,10,0.02,10,STRICT2
1,LO2,3,74,0.37,5.436258792877197,10.182115374384699,4.7458565815075024,24.853154690073563,13.042715043829514,True,200,0.8,0.05,10,0.02,10,STRICT2
1,LO2,8,17,0.085,6.033321256990786,11.01237314718741,4.979051890196623,24.853154690073563,13.042715043829514,True,200,0.8,0.05,10,0.02,10,STRICT2
1,LO2,7,11,0.055,5.436258792877197,10.987088376825506,5.550829583948309,24.853154690073563,13.042715043829514,True,200,0.8,0.05,10,0.02,10,STRICT2
1,LO2,6,11,0.055,8.294396877288818,11.597921030861992,3.3035241535731723,24.853154690073563,13.042715043829514,True,200,0.8,0.05,10,0.02,10,STRICT2
1,LO2,4,9,0.045,7.371177434921265,11.03855333328247,3.667375898361206,24.853154690073563,13.042715043829514,False,200,0.8,0.05,10,0.02,10,STRICT2
1,LO2,5,6,0.03,6.66964054107666,10.055987040201822,3.3863464991251626,24.853154690073563,13.042715043829514,False,200,0.8,0.05,10,0.02,10,STRICT2
1,LO2,9,2,0.01,7.5831146240234375,11.900171279907227,4.317056655883789,24.853154690073563,13.042715043829514,False,200,0.8,0.05,10,0.02,10,STRICT2
1,MT,0,199,0.995,3.2111987529967014,9.669132428911894,6.457933675915192,27.630598605679108,12.183359504746033,True,200,0.8,0.05,10,0.02,10,STRICT2
1,MT,2,121,0.605,2.3409705473029097,9.585460704305898,7.244490157002988,27.630598605679108,12.183359504746033,True,200,0.8,0.05,10,0.02,10,STRICT2
1,MT,1,93,0.465,3.9531163984053843,9.832670318113792,5.879553919708407,27.630598605679108,12.183359504746033,True,200,0.8,0.05,10,0.02,10,STRICT2
1,MT,3,7,0.035,4.54838842815823,10.131596883138021,5.583208454979791,27.630598605679108,12.183359504746033,False,200,0.8,0.05,10,0.02,10,STRICT2
