boot,birth,death,persistence,maxdist_boot
0,2.843989133834839,4.863613128662109,2.0196239948272705,9.567964554833008
0,3.066521406173706,4.812989711761475,1.7464683055877686,9.567964554833008
0,3.453943967819214,5.170443534851074,1.7164995670318604,9.567964554833008
0,3.3220555782318115,4.960923671722412,1.6388680934906006,9.567964554833008
0,3.566955327987671,5.196743965148926,1.6297886371612549,9.567964554833008
0,3.3902995586395264,4.921635627746582,1.5313360691070557,9.567964554833008
0,4.082989692687988,5.465440273284912,1.3824505805969238,9.567964554833008
0,3.779299020767212,5.153421401977539,1.3741223812103271,9.567964554833008
0,4.0825724601745605,5.4465651512146,1.363992691040039,9.567964554833008
0,3.460263729095459,4.822759628295898,1.3624958992004395,9.567964554833008
1,2.0498433113098145,5.084841728210449,3.0349984169006348,9.567964554833008
1,2.732727289199829,5.152322292327881,2.4195950031280518,9.567964554833008
1,3.222511053085327,5.291977882385254,2.0694668292999268,9.567964554833008
1,2.843989133834839,4.763284683227539,1.9192955493927002,9.567964554833008
1,3.6866605281829834,5.476713180541992,1.7900526523590088,9.567964554833008
1,3.2586302757263184,4.989287376403809,1.7306571006774902,9.567964554833008
1,3.609067440032959,5.299441337585449,1.6903738975524902,9.567964554833008
1,3.566955327987671,5.1148858070373535,1.5479304790496826,9.567964554833008
1,3.702078342437744,5.223775863647461,1.5216975212097168,9.567964554833008
1,3.066521406173706,4.527033805847168,1.460512399673462,9.567964554833008
2,2.3253884315490723,5.421633720397949,3.096245288848877,9.567964554833008
2,2.0498433113098145,5.084841728210449,3.0349984169006348,9.567964554833008
2,2.732727289199829,5.152322292327881,2.4195950031280518,9.567964554833008
2,3.222511053085327,5.291977882385254,2.0694668292999268,9.567964554833008
2,3.1219615936279297,5.077253818511963,1.9552922248840332,9.567964554833008
2,3.609067440032959,5.299441337585449,1.6903738975524902,9.567964554833008
2,3.2554333209991455,4.803369045257568,1.5479357242584229,9.567964554833008
2,3.566955327987671,5.1148858070373535,1.5479304790496826,9.567964554833008
