,V1,V2,V3,V4,PIT,PH,STSva,MT,LO2
V1,0.0,,,,,,,,
V2,,0.0,,,,,,,
V3,,,0.0,0.3979902262002508,0.6459833245361488,0.8257555640707397,0.8986263841267519,0.611735788599431,0.5487115627640884
V4,,,0.3979902262002507,0.0,0.46776210139501273,0.829312262080848,0.9645245626745178,0.8814698534787971,0.48172777948521095
PIT,,,0.6459833245361488,0.46776210139501273,0.0,0.572146387942583,0.8996101612450196,0.8534343548979832,0.34313809223905467
PH,,,0.8257555640707397,0.829312262080848,0.572146387942583,0.0,0.8930220529877723,0.8690573410276707,0.5831756661231604
STSva,,,0.8986263841267519,0.9645245626745178,0.8996101612450196,0.8930220529877723,0.0,0.8898456032776845,0.9493583739597854
MT,,,0.611735788599431,0.8814698534787971,0.8534343548979832,0.8690573410276707,0.8898456032776845,0.0,0.8546832423868439
LO2,,,0.5487115627640884,0.48172777948521106,0.34313809223905467,0.5831756661231605,0.9493583739597854,0.8546832423868439,0.0
