subject,roi,eps_quantile,eps_value,edges,density,avg_degree,n_components,largest_component
4,PIT,0.02,-2.405654390808195,3703,0.02000151240169389,12.160919540229886,62,548
4,PIT,0.05,-1.6735979542136192,9257,0.05000108028692421,30.400656814449917,6,604
4,PIT,0.1,-1.1340534090995789,18514,0.10000216057384842,60.801313628899834,2,608
4,PIT,0.15,-0.8373223296366632,27771,0.15000324086077263,91.20197044334975,1,609
4,PIT,0.2,-0.6293345578014851,37028,0.20000432114769684,121.60262725779967,1,609
4,PIT,0.3,-0.3473051730543375,55541,0.3000010802869242,182.40065681444992,1,609
4,PIT,0.4,-0.14632201194763184,74055,0.4000032408607726,243.20197044334975,1,609
4,PIT,0.5,0.02655763179063797,92568,0.5,304.0,1,609
4,STSva,0.01,-3.128966884315014,1852,0.010003456918157462,6.082101806239737,44,566
4,STSva,0.02,-2.3960096202790737,3703,0.02000151240169389,12.160919540229886,4,606
4,STSva,0.05,-1.5617587715387344,9257,0.05000108028692421,30.400656814449917,1,609
4,STSva,0.1,-1.023521741386503,18514,0.10000216057384842,60.801313628899834,1,609
4,STSva,0.15,-0.7391137897502631,27771,0.15000324086077263,91.20197044334975,1,609
4,STSva,0.2,-0.5573002025485039,37028,0.20000432114769684,121.60262725779967,1,609
4,STSva,0.3,-0.31385929323732853,55541,0.3000010802869242,182.40065681444992,1,609
4,STSva,0.4,-0.14319291710853577,74055,0.4000032408607726,243.20197044334975,1,609
4,STSva,0.5,-0.00011847913265228271,92568,0.5,304.0,1,609
4,V1,0.01,-3.1530920535325997,1852,0.010003456918157462,6.082101806239737,2,608
4,V1,0.02,-2.365517257153988,3703,0.02000151240169389,12.160919540229886,1,609
4,V1,0.05,-1.5425687246024609,9257,0.05000108028692421,30.400656814449917,1,609
4,V1,0.1,-1.0137709975242615,18514,0.10000216057384842,60.801313628899834,1,609
4,V1,0.15,-0.7378688007593155,27771,0.15000324086077263,91.20197044334975,1,609
4,V1,0.2,-0.5584158897399902,37028,0.20000432114769684,121.60262725779967,1,609
4,V1,0.3,-0.32181947119534016,55541,0.3000010802869242,182.40065681444992,1,609
4,V1,0.4,-0.15853124856948853,74055,0.4000032408607726,243.20197044334975,1,609
4,V1,0.5,-0.024556785821914673,92568,0.5,304.0,1,609
4,V2,0.01,-2.8241054683923723,1852,0.010003456918157462,6.082101806239737,37,573
4,V2,0.02,-2.1638487219810485,3703,0.02000151240169389,12.160919540229886,2,608
4,V2,0.05,-1.4364177510142326,9257,0.05000108028692421,30.400656814449917,1,609
4,V2,0.1,-0.9722419381141663,18514,0.10000216057384842,60.801313628899834,1,609
4,V2,0.15,-0.730230376124382,27771,0.15000324086077263,91.20197044334975,1,609
4,V2,0.2,-0.5650756359100342,37028,0.20000432114769684,121.60262725779967,1,609
4,V2,0.3,-0.33588364720344543,55541,0.3000010802869242,182.40065681444992,1,609
4,V2,0.4,-0.16778314113616943,74055,0.4000032408607726,243.20197044334975,1,609
4,V2,0.5,-0.02298736572265625,92568,0.5,304.0,1,609
4,V3,0.01,-2.803893831372261,1852,0.010003456918157462,6.082101806239737,210,400
4,V3,0.02,-2.221673732995987,3703,0.02000151240169389,12.160919540229886,60,550
4,V3,0.05,-1.521068513393402,9257,0.05000108028692421,30.400656814449917,1,609
4,V3,0.1,-1.040138065814972,18514,0.10000216057384842,60.801313628899834,1,609
4,V3,0.15,-0.7754026706679724,27771,0.15000324086077263,91.20197044334975,1,609
4,V3,0.2,-0.5975642204284668,37028,0.20000432114769684,121.60262725779967,1,609
4,V3,0.3,-0.3516554832458496,55541,0.3000010802869242,182.40065681444992,1,609
4,V3,0.4,-0.16934525966644287,74055,0.4000032408607726,243.20197044334975,1,609
4,V3,0.5,-0.012606978416442871,92568,0.5,304.0,1,609
4,V4,0.01,-2.847368910908699,1852,0.010003456918157462,6.082101806239737,136,474
4,V4,0.02,-2.2575559496879576,3703,0.02000151240169389,12.160919540229886,26,584
4,V4,0.05,-1.5562035143375397,9257,0.05000108028692421,30.400656814449917,1,609
4,V4,0.1,-1.0543739646673203,18514,0.10000216057384842,60.801313628899834,1,609
4,V4,0.15,-0.7819583415985107,27771,0.15000324086077263,91.20197044334975,1,609
4,V4,0.2,-0.5892022848129272,37028,0.20000432114769684,121.60262725779967,1,609
4,V4,0.3,-0.3325173854827881,55541,0.3000010802869242,182.40065681444992,1,609
4,V4,0.4,-0.1530475616455078,74055,0.4000032408607726,243.20197044334975,1,609
4,V4,0.5,0.00047457218170166016,92568,0.5,304.0,1,609
5,LO2,0.01,-4.0834432482719425,1852,0.010003456918157462,6.082101806239737,217,393
5,LO2,0.02,-3.272387099266052,3703,0.02000151240169389,12.160919540229886,79,531
5,LO2,0.05,-2.2799002379179,9257,0.05000108028692421,30.400656814449917,9,601
5,LO2,0.1,-1.5493450164794922,18514,0.10000216057384842,60.801313628899834,3,607
5,LO2,0.15,-1.1593331098556519,27771,0.15000324086077263,91.20197044334975,1,609
