cluster_id,hits,hit_rate,birth,death,persistence,robust
0,196,0.98,2.3239710590718787,5.137590564178586,2.813619505106707,True
2,131,0.655,2.9624173107431897,5.763901542075238,2.801484231332048,True
1,125,0.625,2.569029803951411,5.330264914189286,2.7612351102378745,True
3,121,0.605,1.8074096423297672,4.959186345488582,3.1517767031588146,True
4,24,0.12,2.9423654927147758,5.425650225745307,2.483284733030531,True
9,16,0.08,2.876134157180786,6.166475057601929,3.2903409004211426,True
10,6,0.03,2.2440836429595947,5.508519649505615,3.2644360065460205,False
8,5,0.025,2.0925214767456053,4.768468379974365,2.67594690322876,False
7,4,0.02,1.6790854930877686,5.215405583381653,3.5363200902938843,False
6,3,0.015,3.387929121653239,5.7462490399678545,2.3583199183146157,False
5,2,0.01,2.763826847076416,5.166101773579915,2.4022749265034995,False
