boot,birth,death,persistence,maxdist_boot
0,2.2473502159118652,11.005742073059082,8.758391857147217,31.882714451359345
0,2.6897239685058594,10.990636825561523,8.300912857055664,31.882714451359345
0,2.8485910892486572,11.005742073059082,8.157150983810425,31.882714451359345
0,2.9146881103515625,10.990636825561523,8.075948715209961,31.882714451359345
0,3.4231104850769043,11.386382102966309,7.963271617889404,31.882714451359345
0,3.47300386428833,11.244231224060059,7.7712273597717285,31.882714451359345
0,4.020506381988525,11.612547874450684,7.592041492462158,31.882714451359345
0,3.7774813175201416,11.244231224060059,7.466749906539917,31.882714451359345
0,3.873669147491455,11.323744773864746,7.450075626373291,31.882714451359345
0,4.83099365234375,12.213592529296875,7.382598876953125,31.882714451359345
1,2.123966693878174,11.078941345214844,8.95497465133667,31.882714451359345
1,2.8485910892486572,11.180913925170898,8.332322835922241,31.882714451359345
1,3.4231104850769043,11.495326042175293,8.072215557098389,31.882714451359345
1,3.15028715133667,11.180913925170898,8.030626773834229,31.882714451359345
1,3.4409139156341553,11.296371459960938,7.855457544326782,31.882714451359345
1,3.700914144515991,11.332507133483887,7.6315929889678955,31.882714451359345
1,4.034820556640625,11.610311508178711,7.575490951538086,31.882714451359345
1,3.9071593284606934,11.459236145019531,7.552076816558838,31.882714451359345
1,4.16205358505249,11.691854476928711,7.529800891876221,31.882714451359345
1,3.7774813175201416,11.296371459960938,7.518890142440796,31.882714451359345
2,1.0652588605880737,10.945464134216309,9.880205273628235,29.432660938309265
2,2.8485910892486572,11.005742073059082,8.157150983810425,29.432660938309265
2,2.9146881103515625,11.005742073059082,8.09105396270752,29.432660938309265
2,3.15028715133667,11.180913925170898,8.030626773834229,29.432660938309265
2,3.1847002506256104,11.173551559448242,7.988851308822632,29.432660938309265
2,3.824810266494751,11.478145599365234,7.653335332870483,29.432660938309265
2,3.700914144515991,11.332507133483887,7.6315929889678955,29.432660938309265
2,3.47300386428833,11.063641548156738,7.590637683868408,29.432660938309265
2,4.034820556640625,11.610311508178711,7.575490951538086,29.432660938309265
2,3.97369122505188,11.514305114746094,7.540613889694214,29.432660938309265
3,2.9146881103515625,10.990636825561523,8.075948715209961,31.882714451359345
3,3.1847002506256104,11.076786041259766,7.892085790634155,31.882714451359345
3,4.034820556640625,11.614676475524902,7.579855918884277,31.882714451359345
3,4.020506381988525,11.589292526245117,7.568786144256592,31.882714451359345
3,4.83099365234375,12.315877914428711,7.484884262084961,31.882714451359345
3,3.873669147491455,11.323744773864746,7.450075626373291,31.882714451359345
3,4.694476127624512,11.771516799926758,7.077040672302246,31.882714451359345
3,4.854811191558838,11.8928861618042,7.038074970245361,31.882714451359345
3,4.7854108810424805,11.804707527160645,7.019296646118164,31.882714451359345
3,4.311717987060547,11.288847923278809,6.977129936218262,31.882714451359345
4,2.123966693878174,11.078941345214844,8.95497465133667,26.588337929056717
4,2.2473502159118652,11.076786041259766,8.8294358253479,26.588337929056717
4,2.8485910892486572,11.180913925170898,8.332322835922241,26.588337929056717
4,3.15028715133667,11.180913925170898,8.030626773834229,26.588337929056717
4,3.9071593284606934,11.596094131469727,7.688934803009033,26.588337929056717
4,3.700914144515991,11.332507133483887,7.6315929889678955,26.588337929056717
4,3.47300386428833,11.076786041259766,7.6037821769714355,26.588337929056717
4,3.7774813175201416,11.205571174621582,7.42808985710144,26.588337929056717
4,4.47702169418335,11.882654190063477,7.405632495880127,26.588337929056717
4,4.680513381958008,11.589292526245117,6.908779144287109,26.588337929056717
5,3.4409139156341553,11.336139678955078,7.895225763320923,29.883220941828323
5,4.034820556640625,11.610311508178711,7.575490951538086,29.883220941828323
5,4.16205358505249,11.691854476928711,7.529800891876221,29.883220941828323
5,3.824810266494751,11.283227920532227,7.458417654037476,29.883220941828323
5,3.7931554317474365,11.248153686523438,7.454998254776001,29.883220941828323
5,4.1945719718933105,11.531476020812988,7.336904048919678,29.883220941828323
5,4.494402885437012,11.691854476928711,7.197451591491699,29.883220941828323
5,4.694476127624512,11.695758819580078,7.001282691955566,29.883220941828323
5,4.986366271972656,11.806586265563965,6.820219993591309,29.883220941828323
5,5.627221584320068,12.359705924987793,6.732484340667725,29.883220941828323
6,1.0652588605880737,10.945464134216309,9.880205273628235,28.663558811949326
6,2.123966693878174,10.990636825561523,8.86667013168335,28.663558811949326
6,2.6897239685058594,10.990636825561523,8.300912857055664,28.663558811949326
6,2.8485910892486572,11.005742073059082,8.157150983810425,28.663558811949326
6,3.15028715133667,11.244231224060059,8.093944072723389,28.663558811949326
6,3.4231104850769043,11.323744773864746,7.900634288787842,28.663558811949326
6,3.4409139156341553,11.296371459960938,7.855457544326782,28.663558811949326
6,3.731476306915283,11.403525352478027,7.672049045562744,28.663558811949326
6,3.700914144515991,11.337617874145508,7.636703729629517,28.663558811949326
6,4.020506381988525,11.589292526245117,7.568786144256592,28.663558811949326
7,1.0652588605880737,10.972606658935547,9.907347798347473,29.883220941828323
7,2.123966693878174,10.990636825561523,8.86667013168335,29.883220941828323
7,2.6897239685058594,10.990636825561523,8.300912857055664,29.883220941828323
7,2.8485910892486572,11.005742073059082,8.157150983810425,29.883220941828323
7,3.15028715133667,11.180913925170898,8.030626773834229,29.883220941828323
7,3.4409139156341553,11.31662654876709,7.875712633132935,29.883220941828323
7,3.700914144515991,11.332507133483887,7.6315929889678955,29.883220941828323
7,4.020506381988525,11.589292526245117,7.568786144256592,29.883220941828323
7,3.9071593284606934,11.459236145019531,7.552076816558838,29.883220941828323
7,3.7774813175201416,11.299578666687012,7.52209734916687,29.883220941828323
8,2.2473502159118652,11.005742073059082,8.758391857147217,29.883220941828323
8,2.6897239685058594,10.990636825561523,8.300912857055664,29.883220941828323
8,2.8485910892486572,11.005742073059082,8.157150983810425,29.883220941828323
8,2.9146881103515625,10.990636825561523,8.075948715209961,29.883220941828323
8,3.4231104850769043,11.323744773864746,7.900634288787842,29.883220941828323
8,3.4409139156341553,11.336139678955078,7.895225763320923,29.883220941828323
8,3.47300386428833,11.244231224060059,7.7712273597717285,29.883220941828323
8,3.731476306915283,11.336139678955078,7.604663372039795,29.883220941828323
8,4.16205358505249,11.726747512817383,7.564693927764893,29.883220941828323
8,3.7774813175201416,11.244231224060059,7.466749906539917,29.883220941828323
9,2.6897239685058594,10.990636825561523,8.300912857055664,29.883220941828323
9,2.9146881103515625,10.990636825561523,8.075948715209961,29.883220941828323
9,3.4409139156341553,11.385705947875977,7.944792032241821,29.883220941828323
9,4.020506381988525,11.612547874450684,7.592041492462158,29.883220941828323
9,3.731476306915283,11.31662654876709,7.585150241851807,29.883220941828323
9,4.83099365234375,12.252631187438965,7.421637535095215,29.883220941828323
9,3.824810266494751,11.129929542541504,7.305119276046753,29.883220941828323
9,3.97369122505188,11.220827102661133,7.247135877609253,29.883220941828323
9,4.114081859588623,11.248153686523438,7.1340718269348145,29.883220941828323
9,4.311717987060547,11.288847923278809,6.977129936218262,29.883220941828323
10,2.4419708251953125,11.248153686523438,8.806182861328125,31.882714451359345
10,2.2473502159118652,11.005742073059082,8.758391857147217,31.882714451359345
10,2.8485910892486572,11.005742073059082,8.157150983810425,31.882714451359345
10,3.1847002506256104,10.999961853027344,7.815261602401733,31.882714451359345
10,3.731476306915283,11.403525352478027,7.672049045562744,31.882714451359345
10,4.034820556640625,11.610311508178711,7.575490951538086,31.882714451359345
10,3.9071593284606934,11.459236145019531,7.552076816558838,31.882714451359345
10,3.7931554317474365,11.248153686523438,7.454998254776001,31.882714451359345
10,3.8958563804626465,11.288847923278809,7.392991542816162,31.882714451359345
10,3.97369122505188,11.336139678955078,7.362448453903198,31.882714451359345
11,2.4419708251953125,11.323506355285645,8.881535530090332,29.883220941828323
11,2.123966693878174,10.990636825561523,8.86667013168335,29.883220941828323
11,3.1847002506256104,11.2648286819458,8.08012843132019,29.883220941828323
