cluster_id,hits,hit_rate,birth,death,persistence,robust
5,184,0.92,7.841806386465049,11.04925891922181,3.2074525327567596,True
4,158,0.79,7.097101891195619,10.354880348428503,3.257778457232884,False
3,139,0.695,7.986086694929335,11.812433781094022,3.826347086164686,False
2,134,0.67,6.8136475612300105,11.455650947463344,4.642003386233334,False
8,108,0.54,8.371479226908553,11.84220442640672,3.470725199498168,False
6,103,0.515,8.327064868144072,11.29267553887513,2.965610670731057,False
13,99,0.495,6.820196118354797,10.743551959991455,3.9233558416366576,False
10,80,0.4,5.0951385498046875,10.536367416381836,5.441228866577148,False
9,68,0.34,7.602050830577982,10.610531094430508,3.008480263852525,False
7,57,0.285,4.168641567230225,10.763527987296122,6.5948864200658965,False
0,42,0.21,4.168641567230225,11.045117423647927,6.876475856417701,False
1,25,0.125,5.0951385498046875,10.831836471557617,5.7366979217529295,False
11,19,0.095,7.860989116487049,11.427751087007069,3.5667619705200195,False
18,16,0.08,7.438012599945068,11.06798940896988,3.629976809024811,False
14,13,0.065,7.191115416013277,10.732719127948467,3.54160371193519,False
12,13,0.065,8.030809903144837,10.637074279785157,2.6062643766403197,False
17,8,0.04,6.817793846130371,10.678717732429504,3.8609238862991333,False
21,8,0.04,8.763088862101236,11.360846413506401,2.5977575514051647,False
20,6,0.03,8.36487170628139,11.00721277509417,2.642341068812779,False
15,5,0.025,7.187380790710449,10.070175170898438,2.8827943801879883,False
16,4,0.02,5.0951385498046875,11.223114967346191,6.127976417541504,False
19,3,0.015,8.368237495422363,12.264457702636719,3.8962202072143555,False
22,2,0.01,9.23586654663086,11.76925802230835,2.5333914756774902,False
24,1,0.005,6.817793846130371,11.043793678283691,4.22599983215332,False
23,1,0.005,7.953643321990967,12.108250617980957,4.15460729598999,False
