cluster_id,hits,hit_rate,birth,death,persistence,robust
7,183,0.915,8.887595895974032,15.198046107464526,6.310450211490493,True
5,170,0.85,9.612813904016905,15.958299028181786,6.345485124164881,True
8,118,0.59,8.42122693086794,14.723607692418922,6.3023807615509835,False
4,116,0.58,7.89982795715332,15.171085300116703,7.271257342963383,False
1,102,0.51,7.273652076721191,16.409513436111748,9.135861359390558,False
2,101,0.505,5.913209438323975,14.64984646410045,8.736637025776476,False
3,97,0.485,6.333863258361816,14.996224069103752,8.662360810741935,False
9,95,0.475,9.372725856136269,15.309539344948782,5.936813488812514,False
0,91,0.455,4.848987102508545,14.723621881925142,9.874634779416597,False
12,68,0.34,9.922272825997974,15.66631433698866,5.744041510990688,False
6,64,0.32,7.512845993041992,14.234569549560547,6.721723556518555,False
11,53,0.265,9.162359737959065,15.701493200708608,6.539133462749544,False
10,45,0.225,7.512845993041992,14.811257531907824,7.298411538865831,False
13,33,0.165,10.409055987993876,15.858079658614265,5.449023670620388,False
19,19,0.095,9.106976432800293,14.83453369140625,5.727557258605957,False
14,17,0.085,8.739202499389648,15.695967674255371,6.956765174865723,False
15,15,0.075,10.769592397353229,16.091674019308652,5.322081621955423,False
18,8,0.04,9.98616955497048,15.196446418762207,5.210276863791726,False
16,6,0.03,8.410454750061035,14.129141807556152,5.718687057495117,False
17,6,0.03,11.450418472290039,16.82312075297038,5.372702280680339,False
21,1,0.005,7.273652076721191,16.858320236206055,9.584668159484863,False
20,1,0.005,9.45799446105957,16.36838722229004,6.910392761230469,False
