subject,roi,cluster_id,hit_rate,birth,death,persistence,eps_used,step,node_index,nsdId
3,V3,2,0.965,1.2224591970443726,2.421015501022339,1.1985563039779663,1.2823870122432708,1,52,36577
3,V3,2,0.965,1.2224591970443726,2.421015501022339,1.1985563039779663,1.2823870122432708,2,48,33544
3,V3,2,0.965,1.2224591970443726,2.421015501022339,1.1985563039779663,1.2823870122432708,3,145,71754
3,V3,2,0.965,1.2224591970443726,2.421015501022339,1.1985563039779663,1.2823870122432708,4,120,59818
3,V4,0,0.93,0.7457041144371033,2.377058744430542,1.655099093914032,0.8284590691328049,0,72,40925
3,V4,0,0.93,0.7457041144371033,2.377058744430542,1.655099093914032,0.8284590691328049,1,0,10108
3,V4,0,0.93,0.7457041144371033,2.377058744430542,1.655099093914032,0.8284590691328049,2,20,20821
3,V4,0,0.93,0.7457041144371033,2.377058744430542,1.655099093914032,0.8284590691328049,3,130,64499
3,V4,0,0.93,0.7457041144371033,2.377058744430542,1.655099093914032,0.8284590691328049,4,72,40925
3,V4,1,0.815,0.616497814655304,2.294572114944458,1.6946179270744324,0.7012287110090256,0,57,36979
3,V4,1,0.815,0.616497814655304,2.294572114944458,1.6946179270744324,0.7012287110090256,1,53,36624
3,V4,1,0.815,0.616497814655304,2.294572114944458,1.6946179270744324,0.7012287110090256,2,61,38247
3,V4,1,0.815,0.616497814655304,2.294572114944458,1.6946179270744324,0.7012287110090256,3,128,63932
3,V4,1,0.815,0.616497814655304,2.294572114944458,1.6946179270744324,0.7012287110090256,4,57,36979
3,PIT,3,0.985,2.3755249977111816,4.475094318389893,2.1050684452056885,2.480778419971466,0,62,38642
3,PIT,3,0.985,2.3755249977111816,4.475094318389893,2.1050684452056885,2.480778419971466,1,20,20821
3,PIT,3,0.985,2.3755249977111816,4.475094318389893,2.1050684452056885,2.480778419971466,2,65,38979
3,PIT,3,0.985,2.3755249977111816,4.475094318389893,2.1050684452056885,2.480778419971466,3,134,66581
3,PIT,3,0.985,2.3755249977111816,4.475094318389893,2.1050684452056885,2.480778419971466,4,62,38642
3,PH,3,0.89,1.8558199405670166,3.4664509296417236,1.6095622777938843,1.9362980544567108,0,38,30408
3,PH,3,0.89,1.8558199405670166,3.4664509296417236,1.6095622777938843,1.9362980544567108,1,19,20055
3,PH,3,0.89,1.8558199405670166,3.4664509296417236,1.6095622777938843,1.9362980544567108,2,53,36624
3,PH,3,0.89,1.8558199405670166,3.4664509296417236,1.6095622777938843,1.9362980544567108,3,61,38247
3,PH,3,0.89,1.8558199405670166,3.4664509296417236,1.6095622777938843,1.9362980544567108,4,38,30408
3,PH,0,0.805,1.598370909690857,3.4587652683258057,1.8145647048950195,1.6890991449356079,0,59,37222
3,PH,0,0.805,1.598370909690857,3.4587652683258057,1.8145647048950195,1.6890991449356079,1,19,20055
3,PH,0,0.805,1.598370909690857,3.4587652683258057,1.8145647048950195,1.6890991449356079,2,53,36624
3,PH,0,0.805,1.598370909690857,3.4587652683258057,1.8145647048950195,1.6890991449356079,3,134,66581
3,PH,0,0.805,1.598370909690857,3.4587652683258057,1.8145647048950195,1.6890991449356079,4,59,37222
3,STSva,1,0.995,1.1005570888519287,2.2108330726623535,1.1159957647323608,1.1563568770885468,0,36,29838
3,STSva,1,0.995,1.1005570888519287,2.2108330726623535,1.1159957647323608,1.1563568770885468,1,25,24641
3,STSva,1,0.995,1.1005570888519287,2.2108330726623535,1.1159957647323608,1.1563568770885468,2,109,55006
3,STSva,1,0.995,1.1005570888519287,2.2108330726623535,1.1159957647323608,1.1563568770885468,3,94,4931
3,STSva,1,0.995,1.1005570888519287,2.2108330726623535,1.1159957647323608,1.1563568770885468,4,36,29838
3,STSva,2,0.915,0.9796455502510071,2.111891269683838,1.150265634059906,1.0371588319540024,0,94,4931
3,STSva,2,0.915,0.9796455502510071,2.111891269683838,1.150265634059906,1.0371588319540024,1,109,55006
3,STSva,2,0.915,0.9796455502510071,2.111891269683838,1.150265634059906,1.0371588319540024,2,25,24641
3,STSva,2,0.915,0.9796455502510071,2.111891269683838,1.150265634059906,1.0371588319540024,3,132,65377
3,STSva,2,0.915,0.9796455502510071,2.111891269683838,1.150265634059906,1.0371588319540024,4,94,4931
3,MT,3,0.86,1.3196078538894653,2.3465116024017334,1.0226266384124756,1.370739185810089,0,78,41928
3,MT,3,0.86,1.3196078538894653,2.3465116024017334,1.0226266384124756,1.370739185810089,1,67,39842
3,MT,3,0.86,1.3196078538894653,2.3465116024017334,1.0226266384124756,1.370739185810089,2,5,11943
3,MT,3,0.86,1.3196078538894653,2.3465116024017334,1.0226266384124756,1.370739185810089,3,122,60252
3,MT,3,0.86,1.3196078538894653,2.3465116024017334,1.0226266384124756,1.370739185810089,4,78,41928
3,MT,7,0.815,1.134761095046997,2.2351396083831787,1.107278823852539,1.190125036239624,0,11,14794
3,MT,7,0.815,1.134761095046997,2.2351396083831787,1.107278823852539,1.190125036239624,1,122,60252
3,MT,7,0.815,1.134761095046997,2.2351396083831787,1.107278823852539,1.190125036239624,2,77,41815
3,MT,7,0.815,1.134761095046997,2.2351396083831787,1.107278823852539,1.190125036239624,3,141,69615
3,MT,7,0.815,1.134761095046997,2.2351396083831787,1.107278823852539,1.190125036239624,4,11,14794
3,MT,4,0.81,1.231221318244934,2.2960097789764404,1.0904343128204346,1.285743033885956,0,20,20821
3,MT,4,0.81,1.231221318244934,2.2960097789764404,1.0904343128204346,1.285743033885956,1,77,41815
3,MT,4,0.81,1.231221318244934,2.2960097789764404,1.0904343128204346,1.285743033885956,2,122,60252
3,MT,4,0.81,1.231221318244934,2.2960097789764404,1.0904343128204346,1.285743033885956,3,147,7208
3,MT,4,0.81,1.231221318244934,2.2960097789764404,1.0904343128204346,1.285743033885956,4,20,20821
3,LO2,0,0.985,1.832996129989624,3.3907649517059326,1.5610405206680298,1.9110481560230255,0,18,19934
3,LO2,0,0.985,1.832996129989624,3.3907649517059326,1.5610405206680298,1.9110481560230255,1,27,25319
3,LO2,0,0.985,1.832996129989624,3.3907649517059326,1.5610405206680298,1.9110481560230255,2,39,30431
3,LO2,0,0.985,1.832996129989624,3.3907649517059326,1.5610405206680298,1.9110481560230255,3,122,60252
3,LO2,0,0.985,1.832996129989624,3.3907649517059326,1.5610405206680298,1.9110481560230255,4,18,19934
4,V1,2,0.995,1.6166372299194336,2.9779069423675537,1.3625340461730957,1.6847639322280883,0,11,14794
4,V1,2,0.995,1.6166372299194336,2.9779069423675537,1.3625340461730957,1.6847639322280883,1,73,41138
4,V1,2,0.995,1.6166372299194336,2.9779069423675537,1.3625340461730957,1.6847639322280883,2,113,55527
4,V1,2,0.995,1.6166372299194336,2.9779069423675537,1.3625340461730957,1.6847639322280883,3,133,66217
4,V1,2,0.995,1.6166372299194336,2.9779069423675537,1.3625340461730957,1.6847639322280883,4,11,14794
4,V2,3,0.845,1.1573009490966797,2.2148311138153076,1.054558277130127,1.2100288629531861,0,55,36946
4,V2,3,0.845,1.1573009490966797,2.2148311138153076,1.054558277130127,1.2100288629531861,1,100,51186
4,V2,3,0.845,1.1573009490966797,2.2148311138153076,1.054558277130127,1.2100288629531861,2,6,11953
4,V2,3,0.845,1.1573009490966797,2.2148311138153076,1.054558277130127,1.2100288629531861,3,73,41138
4,V2,3,0.845,1.1573009490966797,2.2148311138153076,1.054558277130127,1.2100288629531861,4,55,36946
4,V2,2,0.815,1.0508158206939697,2.1787171363830566,1.1325781345367432,1.1074447274208068,0,100,51186
4,V2,2,0.815,1.0508158206939697,2.1787171363830566,1.1325781345367432,1.1074447274208068,1,47,33246
4,V2,2,0.815,1.0508158206939697,2.1787171363830566,1.1325781345367432,1.1074447274208068,2,133,66217
4,V2,2,0.815,1.0508158206939697,2.1787171363830566,1.1325781345367432,1.1074447274208068,3,114,5603
4,V2,2,0.815,1.0508158206939697,2.1787171363830566,1.1325781345367432,1.1074447274208068,4,100,51186
4,V2,5,0.805,1.249103307723999,2.3346540927886963,1.068572998046875,1.3025319576263428,0,11,14794
4,V2,5,0.805,1.249103307723999,2.3346540927886963,1.068572998046875,1.3025319576263428,1,100,51186
4,V2,5,0.805,1.249103307723999,2.3346540927886963,1.068572998046875,1.3025319576263428,2,39,30431
4,V2,5,0.805,1.249103307723999,2.3346540927886963,1.068572998046875,1.3025319576263428,3,118,59047
4,V2,5,0.805,1.249103307723999,2.3346540927886963,1.068572998046875,1.3025319576263428,4,11,14794
4,V3,2,0.91,1.2450417280197144,2.6791412830352783,1.434099555015564,1.3167467057704925,0,72,40925
4,V3,2,0.91,1.2450417280197144,2.6791412830352783,1.434099555015564,1.3167467057704925,1,34,28756
4,V3,2,0.91,1.2450417280197144,2.6791412830352783,1.434099555015564,1.3167467057704925,2,11,14794
4,V3,2,0.91,1.2450417280197144,2.6791412830352783,1.434099555015564,1.3167467057704925,3,118,59047
4,V3,2,0.91,1.2450417280197144,2.6791412830352783,1.434099555015564,1.3167467057704925,4,72,40925
4,V4,1,0.94,1.956483006477356,3.4268722534179688,1.4942320585250854,2.0311946094036104,0,11,14794
4,V4,1,0.94,1.956483006477356,3.4268722534179688,1.4942320585250854,2.0311946094036104,1,34,28756
4,V4,1,0.94,1.956483006477356,3.4268722534179688,1.4942320585250854,2.0311946094036104,2,113,55527
4,V4,1,0.94,1.956483006477356,3.4268722534179688,1.4942320585250854,2.0311946094036104,3,57,36979
4,V4,1,0.94,1.956483006477356,3.4268722534179688,1.4942320585250854,2.0311946094036104,4,11,14794
4,PIT,3,0.85,2.2682385444641113,3.7668023109436035,1.5074982643127441,2.3436134576797487,0,53,36624
4,PIT,3,0.85,2.2682385444641113,3.7668023109436035,1.5074982643127441,2.3436134576797487,1,31,26910
4,PIT,3,0.85,2.2682385444641113,3.7668023109436035,1.5074982643127441,2.3436134576797487,2,45,31838
4,PIT,3,0.85,2.2682385444641113,3.7668023109436035,1.5074982643127441,2.3436134576797487,3,105,53156
4,PIT,3,0.85,2.2682385444641113,3.7668023109436035,1.5074982643127441,2.3436134576797487,4,53,36624
4,PH,6,0.98,2.760148286819458,4.4956583976745605,1.748380422592163,2.847567307949066,0,31,26910
4,PH,6,0.98,2.760148286819458,4.4956583976745605,1.748380422592163,2.847567307949066,1,116,56270
4,PH,6,0.98,2.760148286819458,4.4956583976745605,1.748380422592163,2.847567307949066,2,88,46807
4,PH,6,0.98,2.760148286819458,4.4956583976745605,1.748380422592163,2.847567307949066,3,52,36577
4,PH,6,0.98,2.760148286819458,4.4956583976745605,1.748380422592163,2.847567307949066,4,31,26910
4,PH,5,0.845,2.4573659896850586,4.24893045425415,1.7915644645690918,2.5469442129135134,0,120,59818
4,PH,5,0.845,2.4573659896850586,4.24893045425415,1.7915644645690918,2.5469442129135134,1,8,12923
4,PH,5,0.845,2.4573659896850586,4.24893045425415,1.7915644645690918,2.5469442129135134,2,124,61678
4,PH,5,0.845,2.4573659896850586,4.24893045425415,1.7915644645690918,2.5469442129135134,3,137,67803
4,PH,5,0.845,2.4573659896850586,4.24893045425415,1.7915644645690918,2.5469442129135134,4,120,59818
4,STSva,2,0.88,1.8301314115524292,3.018367052078247,1.1882356405258179,1.8895431935787201,0,61,38247
4,STSva,2,0.88,1.8301314115524292,3.018367052078247,1.1882356405258179,1.8895431935787201,1,105,53156
4,STSva,2,0.88,1.8301314115524292,3.018367052078247,1.1882356405258179,1.8895431935787201,2,69,40722
4,STSva,2,0.88,1.8301314115524292,3.018367052078247,1.1882356405258179,1.8895431935787201,3,120,59818
4,STSva,2,0.88,1.8301314115524292,3.018367052078247,1.1882356405258179,1.8895431935787201,4,61,38247
4,MT,8,0.865,1.7774733304977417,4.095783233642578,2.3183099031448364,1.8933888256549836,0,113,55527
4,MT,8,0.865,1.7774733304977417,4.095783233642578,2.3183099031448364,1.8933888256549836,1,28,25372
4,MT,8,0.865,1.7774733304977417,4.095783233642578,2.3183099031448364,1.8933888256549836,2,88,46807
4,MT,8,0.865,1.7774733304977417,4.095783233642578,2.3183099031448364,1.8933888256549836,3,146,72016
4,MT,8,0.865,1.7774733304977417,4.095783233642578,2.3183099031448364,1.8933888256549836,4,113,55527
4,MT,0,0.855,1.960162878036499,4.272666931152344,2.3125040531158447,2.0757880806922913,0,34,28756
4,MT,0,0.855,1.960162878036499,4.272666931152344,2.3125040531158447,2.0757880806922913,1,88,46807
4,MT,0,0.855,1.960162878036499,4.272666931152344,2.3125040531158447,2.0757880806922913,2,53,36624
4,MT,0,0.855,1.960162878036499,4.272666931152344,2.3125040531158447,2.0757880806922913,3,93,48682
4,MT,0,0.855,1.960162878036499,4.272666931152344,2.3125040531158447,2.0757880806922913,4,34,28756
4,LO2,1,0.98,3.190054178237915,4.800926208496094,1.6182796955108643,3.270968163013458,0,52,36577
4,LO2,1,0.98,3.190054178237915,4.800926208496094,1.6182796955108643,3.270968163013458,1,47,33246
4,LO2,1,0.98,3.190054178237915,4.800926208496094,1.6182796955108643,3.270968163013458,2,118,59047
4,LO2,1,0.98,3.190054178237915,4.800926208496094,1.6182796955108643,3.270968163013458,3,55,36946
4,LO2,1,0.98,3.190054178237915,4.800926208496094,1.6182796955108643,3.270968163013458,4,52,36577
4,LO2,2,0.95,3.0779144763946533,4.682459831237793,1.6481635570526123,3.1603226542472838,0,31,26910
4,LO2,2,0.95,3.0779144763946533,4.682459831237793,1.6481635570526123,3.1603226542472838,1,133,66217
4,LO2,2,0.95,3.0779144763946533,4.682459831237793,1.6481635570526123,3.1603226542472838,2,113,55527
4,LO2,2,0.95,3.0779144763946533,4.682459831237793,1.6481635570526123,3.1603226542472838,3,68,40549
4,LO2,2,0.95,3.0779144763946533,4.682459831237793,1.6481635570526123,3.1603226542472838,4,31,26910
4,LO2,4,0.865,3.335512399673462,4.992846488952637,1.6507649421691895,3.4180506467819214,0,52,36577
4,LO2,4,0.865,3.335512399673462,4.992846488952637,1.6507649421691895,3.4180506467819214,1,47,33246
4,LO2,4,0.865,3.335512399673462,4.992846488952637,1.6507649421691895,3.4180506467819214,2,118,59047
4,LO2,4,0.865,3.335512399673462,4.992846488952637,1.6507649421691895,3.4180506467819214,3,126,62007
4,LO2,4,0.865,3.335512399673462,4.992846488952637,1.6507649421691895,3.4180506467819214,4,52,36577
5,V1,0,0.81,1.055119276046753,3.2403018474578857,2.185182571411133,1.1643784046173096,0,12,14899
5,V1,0,0.81,1.055119276046753,3.2403018474578857,2.185182571411133,1.1643784046173096,1,26,25269
5,V1,0,0.81,1.055119276046753,3.2403018474578857,2.185182571411133,1.1643784046173096,2,76,41711
