subject,roi,cluster_id,hit_rate,n_points,n_bootstraps,birth_median,death_median,persistence_median,eps_match,persist_min,maxdist_used,shift_added,subsample_size,subsample_frac
3,MT,7,0.815,244,163,1.134761095046997,2.2351396083831787,1.107278823852539,0.07418150730887604,0.3090896137869835,6.18179227573967,2.7769170717725755,126,0.8
3,MT,4,0.81,210,162,1.231221318244934,2.2960097789764404,1.0904343128204346,0.07418150730887604,0.3090896137869835,6.18179227573967,2.7769170717725755,126,0.8
3,LO2,0,0.985,625,197,1.832996129989624,3.3907649517059326,1.5610405206680298,0.10345449661174966,0.43106040254895694,8.621208050979138,3.840125309062958,126,0.8
4,V1,2,0.995,714,199,1.6166372299194336,2.9779069423675537,1.3625340461730957,0.09436914894441319,0.3932047872683883,7.864095745367766,3.5076539793441297,126,0.8
4,V2,3,0.845,330,169,1.1573009490966797,2.2148311138153076,1.054558277130127,0.07008232339183045,0.2920096807992935,5.8401936159858705,2.8187466130981447,126,0.8
4,V2,2,0.815,342,163,1.0508158206939697,2.1787171363830566,1.1325781345367432,0.07008232339183045,0.2920096807992935,5.8401936159858705,2.8187466130981447,126,0.8
4,V2,5,0.805,318,161,1.249103307723999,2.3346540927886963,1.068572998046875,0.07008232339183045,0.2920096807992935,5.8401936159858705,2.8187466130981447,126,0.8
4,V3,2,0.91,386,182,1.2450417280197144,2.6791412830352783,1.434099555015564,0.09545483263293457,0.39772846930389405,7.954569386077881,3.3265936837921144,126,0.8
4,V4,1,0.94,672,188,1.956483006477356,3.4268722534179688,1.4942320585250854,0.11452644522944642,0.47719352178936014,9.543870435787202,4.006131397319794,126,0.8
4,PIT,3,0.85,285,170,2.2682385444641113,3.7668023109436035,1.5074982643127441,0.09793912129933192,0.4080796720805497,8.161593441610993,4.480923314338386,126,0.8
4,PH,6,0.98,593,196,2.760148286819458,4.4956583976745605,1.748380422592163,0.13344474561968997,0.5560197734153748,11.120395468307496,5.198501633239746,126,0.8
4,PH,5,0.845,293,169,2.4573659896850586,4.24893045425415,1.7915644645690918,0.13344474561968997,0.5560197734153748,11.120395468307496,5.198501633239746,126,0.8
4,STSva,2,0.88,381,176,1.8301314115524292,3.018367052078247,1.1882356405258179,0.08135786276022149,0.3389910948342562,6.779821896685124,3.560044878853321,126,0.8
4,MT,8,0.865,439,173,1.7774733304977417,4.095783233642578,2.3183099031448364,0.11565720822373582,0.48190503426556597,9.638100685311318,4.91901658637619,126,0.8
4,MT,0,0.855,260,171,1.960162878036499,4.272666931152344,2.3125040531158447,0.11565720822373582,0.48190503426556597,9.638100685311318,4.91901658637619,126,0.8
4,LO2,1,0.98,574,196,3.190054178237915,4.800926208496094,1.6182796955108643,0.14308134396830752,0.5961722665346146,11.923445330692292,5.445354925228119,126,0.8
4,LO2,2,0.95,527,190,3.0779144763946533,4.682459831237793,1.6481635570526123,0.14308134396830752,0.5961722665346146,11.923445330692292,5.445354925228119,126,0.8
4,LO2,4,0.865,266,173,3.335512399673462,4.992846488952637,1.6507649421691895,0.14308134396830752,0.5961722665346146,11.923445330692292,5.445354925228119,126,0.8
5,V1,0,0.81,366,162,1.055119276046753,3.2403018474578857,2.185182571411133,0.0887994813517685,0.3699978389657021,7.399956779314041,4.0824861989746095,126,0.8
5,V1,2,0.81,261,162,1.5744619369506836,3.4953229427337646,1.8518768548965454,0.0887994813517685,0.3699978389657021,7.399956779314041,4.0824861989746095,126,0.8
5,V2,2,0.875,326,175,1.1035819053649902,2.123190402984619,1.018296480178833,0.07236010437170219,0.3015004348820925,6.03000869764185,2.651829207075596,126,0.8
5,V2,3,0.845,321,169,1.2208185195922852,2.216970920562744,0.996152400970459,0.07236010437170219,0.3015004348820925,6.03000869764185,2.651829207075596,126,0.8
5,V4,1,0.94,617,188,0.8374916315078735,2.2726104259490967,1.429815649986267,0.09959408660689546,0.41497536086206444,8.299507217241288,2.8385175333747865,126,0.8
5,PIT,2,0.915,451,183,2.1258747577667236,4.376979827880859,2.2511050701141357,0.14964981049755766,0.623540877073157,12.470817541463138,5.160456703735352,126,0.8
5,PH,2,0.94,468,188,1.5835886001586914,3.694026470184326,2.1104378700256348,0.11251633342066956,0.4688180559194566,9.37636111838913,4.383910940719605,126,0.8
5,PH,0,0.875,430,175,1.3286023139953613,3.635204315185547,2.3066020011901855,0.11251633342066956,0.4688180559194566,9.37636111838913,4.383910940719605,126,0.8
5,STSva,4,0.845,402,169,1.5697743892669678,2.885472059249878,1.330791711807251,0.08382351048747254,0.3492646270311356,6.985292540622711,3.5349284277687074,126,0.8
5,LO2,2,0.93,429,186,1.5005552768707275,3.7923402786254883,2.2678126096725464,0.11017566370582385,0.45906526544093273,9.181305308818654,4.613753841949463,126,0.8
5,LO2,1,0.8,306,160,1.3783581256866455,3.7529711723327637,2.433565378189087,0.11017566370582385,0.45906526544093273,9.181305308818654,4.613753841949463,126,0.8
