,V1,V2,V3,V4,PIT,PH,STSva,MT,LO2
V1,1.0,0.6572985004345224,0.5275078022168527,0.3673251569155507,0.21206004265765865,0.10898740255585238,0.040683916098846695,0.11696330973192948,0.19524486614195058
V2,0.6572985004345224,1.0,0.7621523033000168,0.479981485388018,0.295172459944965,0.12626347806509686,0.11875091709222896,0.1803801451720458,0.2913345173578489
V3,0.5275078022168527,0.7621523033000168,1.0,0.7008147874780671,0.4002344205848237,0.17189148707325264,0.10781732885014639,0.19877922130444736,0.37659929142736126
V4,0.3673251569155507,0.479981485388018,0.7008147874780671,1.0,0.5512428652397983,0.3413019300207636,0.0732901411684791,0.16084885486168654,0.5297792134259665
PIT,0.21206004265765865,0.295172459944965,0.4002344205848237,0.5512428652397983,1.0,0.33308396301783816,0.04454635056694689,0.1493976627479976,0.5386038629154348
PH,0.10898740255585238,0.12626347806509686,0.17189148707325264,0.3413019300207636,0.33308396301783827,1.0,0.05217277399826459,0.16797094598618878,0.39481673459264177
STSva,0.040683916098846695,0.11875091709222896,0.10781732885014639,0.0732901411684791,0.04454635056694689,0.05217277399826459,1.0,0.06591409295062323,0.03465991448236638
MT,0.11696330973192948,0.1803801451720458,0.19877922130444736,0.16084885486168654,0.1493976627479976,0.16797094598618878,0.06591409295062323,1.0,0.15906264769670742
LO2,0.19524486614195058,0.2913345173578489,0.37659929142736126,0.5297792134259665,0.5386038629154348,0.3948167345926419,0.03465991448236638,0.15906264769670742,1.0
