,V1,V2,V3,V4,PIT,PH,STSva,MT,LO2
V1,0.0,0.34270149956547763,0.4724921977831474,0.6326748430844493,0.7879399573423413,0.8910125974441476,0.9593160839011533,0.8830366902680705,0.8047551338580494
V2,0.34270149956547763,0.0,0.23784769669998318,0.520018514611982,0.704827540055035,0.8737365219349031,0.881249082907771,0.8196198548279542,0.7086654826421511
V3,0.4724921977831474,0.23784769669998318,0.0,0.29918521252193286,0.5997655794151763,0.8281085129267474,0.8921826711498536,0.8012207786955526,0.6234007085726387
V4,0.6326748430844493,0.520018514611982,0.29918521252193286,0.0,0.44875713476020174,0.6586980699792364,0.9267098588315209,0.8391511451383135,0.4702207865740336
PIT,0.7879399573423413,0.704827540055035,0.5997655794151763,0.44875713476020174,0.0,0.6669160369821618,0.9554536494330531,0.8506023372520024,0.46139613708456517
PH,0.8910125974441476,0.8737365219349031,0.8281085129267474,0.6586980699792364,0.6669160369821617,0.0,0.9478272260017354,0.8320290540138112,0.6051832654073582
STSva,0.9593160839011533,0.881249082907771,0.8921826711498536,0.9267098588315209,0.9554536494330531,0.9478272260017354,0.0,0.9340859070493768,0.9653400855176336
MT,0.8830366902680705,0.8196198548279542,0.8012207786955526,0.8391511451383135,0.8506023372520024,0.8320290540138112,0.9340859070493768,0.0,0.8409373523032926
LO2,0.8047551338580494,0.7086654826421511,0.6234007085726387,0.4702207865740336,0.46139613708456517,0.6051832654073581,0.9653400855176336,0.8409373523032926,0.0
