,V1,V2,V3,V4,PIT,PH,STSva,MT,LO2
V1,1.0,0.6979956942484576,0.5789531174033976,0.3738513655054815,0.2589216998409434,0.1652542505304655,0.09070711252668173,0.1550287844338062,0.2514797615740273
V2,0.6979956942484576,1.0,0.7732701338319685,0.5093573428799398,0.32738635668876936,0.1634226466031523,0.13475462281725892,0.2204512593806781,0.33807245505402084
V3,0.5789531174033975,0.7732701338319685,1.0,0.7262100272997379,0.4171815187748529,0.1989468613376495,0.0998588667468846,0.23680037094267725,0.4076990305846909
V4,0.3738513655054815,0.5093573428799398,0.7262100272997379,1.0,0.5334750460511299,0.2967637654899461,0.051634188778128864,0.18521474284101136,0.537505111693237
PIT,0.2589216998409434,0.3273863566887695,0.4171815187748529,0.5334750460511299,1.0,0.2819103200528502,0.03480366924393685,0.14803551703095796,0.554781606474384
PH,0.1652542505304655,0.1634226466031523,0.1989468613376495,0.2967637654899461,0.2819103200528502,1.0,0.056428799601405566,0.18639183015164418,0.37777749149089135
STSva,0.09070711252668173,0.13475462281725892,0.0998588667468846,0.051634188778128864,0.03480366924393685,0.056428799601405566,1.0,0.09217380834701905,0.037349842366841246
MT,0.1550287844338062,0.2204512593806781,0.23680037094267725,0.18521474284101136,0.14803551703095774,0.18639183015164418,0.09217380834701905,1.0,0.21122499818675233
LO2,0.2514797615740273,0.33807245505402084,0.4076990305846909,0.537505111693237,0.554781606474384,0.37777749149089135,0.037349842366841246,0.21122499818675233,1.0
