subject,roi,cluster_id,hits,hit_rate,birth,death,persistence,robust,B,subsample_frac,persist_floor_frac,top_L,cluster_tol_frac,robust_hitrate_min,strict_tag,maxdist_full,shift_added
1,V3,23,20,0.1,3.835747003555298,8.750356197357178,4.91460919380188,False,200,0.8,0.05,10,0.012,0.8,STRICT2,17.28915023903711,10.593066335724426
1,V3,8,11,0.055,6.2911375045776365,8.888976923624675,2.597839419047038,False,200,0.8,0.05,10,0.012,0.8,STRICT2,17.28915023903711,10.593066335724426
1,V3,11,9,0.045,5.612553262710572,8.488949489593505,2.8763962268829344,False,200,0.8,0.05,10,0.012,0.8,STRICT2,17.28915023903711,10.593066335724426
1,V3,21,9,0.045,6.963514844576518,9.470578988393148,2.50706414381663,False,200,0.8,0.05,10,0.012,0.8,STRICT2,17.28915023903711,10.593066335724426
1,V3,13,8,0.04,5.917631756175648,8.828826470808549,2.9111947146329014,False,200,0.8,0.05,10,0.012,0.8,STRICT2,17.28915023903711,10.593066335724426
1,V3,16,7,0.035,5.116601943969727,8.7083922794887,3.591790335518973,False,200,0.8,0.05,10,0.012,0.8,STRICT2,17.28915023903711,10.593066335724426
1,V3,22,6,0.03,6.6782209277153015,9.091156840324402,2.4129359126091003,False,200,0.8,0.05,10,0.012,0.8,STRICT2,17.28915023903711,10.593066335724426
1,V3,26,5,0.025,4.092637062072754,8.68900089263916,4.596363830566406,False,200,0.8,0.05,10,0.012,0.8,STRICT2,17.28915023903711,10.593066335724426
1,V3,27,1,0.005,4.83129358291626,9.191557884216309,4.360264301300049,False,200,0.8,0.05,10,0.012,0.8,STRICT2,17.28915023903711,10.593066335724426
1,V3,24,1,0.005,6.850931167602539,9.210113525390625,2.359182357788086,False,200,0.8,0.05,10,0.012,0.8,STRICT2,17.28915023903711,10.593066335724426
1,V3,25,1,0.005,7.31271505355835,9.608426094055176,2.295711040496826,False,200,0.8,0.05,10,0.012,0.8,STRICT2,17.28915023903711,10.593066335724426
1,V4,2,188,0.94,5.502349191349045,10.492685375908609,4.990336184559563,True,200,0.8,0.05,10,0.012,0.8,STRICT2,21.670192883418633,12.55044174294336
1,V4,1,179,0.895,5.053862647657041,10.384181252232304,5.330318604575263,True,200,0.8,0.05,10,0.012,0.8,STRICT2,21.670192883418633,12.55044174294336
1,V4,6,135,0.675,6.174914957820505,10.671033841976222,4.496118884155716,False,200,0.8,0.05,10,0.012,0.8,STRICT2,21.670192883418633,12.55044174294336
