cluster_id,hits,hit_rate,birth,death,persistence,robust
1,184,0.92,5.518985309763852,10.884337915925897,5.3653526061620465,True
4,146,0.73,6.119838753054219,11.110230440734535,4.990391687680316,False
5,136,0.68,6.615865899721782,11.249892908732097,4.634027009010315,False
2,120,0.6,5.461179744562454,10.587834905590531,5.1266551610280775,False
9,104,0.52,4.615137577056885,11.149148409183208,6.534010832126324,False
0,100,0.5,5.054981231689453,11.003122911453247,5.948141679763794,False
8,88,0.44,4.173947811126709,11.034431024031205,6.860483212904497,False
7,82,0.41,3.24416184425354,10.181264935470208,6.9371030912166685,False
10,47,0.235,7.248656327907856,11.730848514116728,4.482192186208872,False
11,40,0.2,7.07274204492569,11.226052308082581,4.153310263156891,False
20,37,0.185,5.486644654046922,11.241813614254905,5.7551689602079845,False
13,29,0.145,7.470159571049577,11.405263415837693,3.935103844788115,False
3,21,0.105,5.599548881704157,10.376305493441494,4.776756611737338,False
21,18,0.09,6.1719512939453125,10.786877632141113,4.614926338195801,False
14,17,0.085,5.539999485015869,10.343380310956169,4.803380825940301,False
12,13,0.065,6.958574158804757,10.949152333395821,3.9905781745910645,False
15,12,0.06,7.849933767318726,11.53871397972107,3.6887802124023437,False
19,11,0.055,6.786076068878174,11.641808596524326,4.855732527646151,False
23,10,0.05,7.634131717681885,11.944236373901367,4.310104656219482,False
22,9,0.045,7.620017051696777,12.273532231648764,4.653515179951985,False
6,6,0.03,6.491314274924142,11.11173779623849,4.620423521314349,False
27,5,0.025,6.196219444274902,11.398623275756837,5.202403831481933,False
26,3,0.015,6.63746976852417,10.69141960144043,4.05394983291626,False
17,3,0.015,7.479296843210856,11.04676373799642,3.567466894785563,False
16,3,0.015,8.240856885910034,11.627173900604248,3.386317014694214,False
29,1,0.005,3.24416184425354,10.501592636108398,7.257430791854858,False
30,1,0.005,5.054981231689453,11.414462089538574,6.359480857849121,False
28,1,0.005,7.788470268249512,11.272957801818848,3.484487533569336,False
18,1,0.005,8.748936653137207,12.079672813415527,3.3307361602783203,False
24,1,0.005,7.399167537689209,10.678444862365723,3.2792773246765137,False
25,1,0.005,8.695905685424805,11.777257919311523,3.0813522338867188,False
